text	created_at	public_metrics	Google_Translation	village	region	district
"@SuldanMohamed_ @SolidMali ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:21:47.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@SuldanMohamed_ @SolidMali don&#39;t die for more. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@SoolPressHerald @SolidMali ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:21:37.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@SoolPressHerald @SolidMali don&#39;t die too much. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@jacksonhinklle @SolidMali ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:21:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@jacksonhinklle @SolidMali is not dead. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@SuldanMohamed_ @SolidMali @TheVillaSomalia ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:21:04.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}	@SuldanMohamed_ @SolidMali @TheVillaSomalia is not dead yet. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@AbdiFar11789166 @Layloon6 @SolidMali @Eslanderkow @US2SOMALIA @TheHALOTrust ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:20:37.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@ AbdiFar11789166 @ Layloon6 @SolidMali @Eslanderkow @ US2SOMALIA @TheHALOTrust don&#39;t die too much. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@Layloon6 @SolidMali @Eslanderkow @US2SOMALIA @TheHALOTrust ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:20:08.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@ Layloon6 @SolidMali @Eslanderkow @ US2SOMALIA @TheHALOTrust don&#39;t die too much. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
"@SolidMali @Eslanderkow @US2SOMALIA @TheHALOTrust ma dhintow siyaadii
aabow ha dhicintii, dhagdhagtii iyo mashxaradii miyaa geeso dhiigliyo dhugcas lagu sagootiyey! wuu dhacay Siyaad wuu dhintay isaga oo qaxooti sidii Ina Abdille xasan qaxootinimo ugu dhintay ahahaaa"	2022-04-05T10:19:35.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@SolidMali @Eslanderkow @ US2SOMALIA @TheHALOTrust don&#39;t die too much. Father Siyad died as a refugee as Abdille Hassan died as a refugee	[]	[]	[]
@SuleimanHashi Nin yahoow adiga ma soonid miyaa? Dhibka Farmaajo dalka ku haayo miyaad ku raaxeysataa? Waxaa ka awood badnaa kana ciidamo badnaa Siyaad Barre wixii u danbeeyayna waad ogeed in uu ku dhintay isagoo qaxooti ah. Farmaajo sidaa ayaa sugeeysa .	2022-04-05T09:18:06.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@SuleimanHashi Man, are you not fasting? Do you enjoy Farmajo&#39;s troubles in the country? He was more powerful and more powerful than Siad Barre and you know the last time he died as a refugee. Farmajo is waiting.	[]	[]	[]
@AbdikarinBundi1 Oo Maxaa meesha keenay Xeeroyin iyo Qaxooti Keenya?	2022-04-05T06:21:25.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@ AbdikarinBundi1 And what brought the camps and refugees to Kenya?	[]	[]	[]
@OneWadani Waa maxay xaqaad ka hadlayso. Aaway kuwii ummadda laayey, madaafiicda Xamar ku asqeeyey, aaway kuwii ardaydii Jaamacadda jiidaha dagaalka ku dhameeyey. Aaway kii booli quutaha ahaa. Waligaase ma tagtay Xerooyinka Qaxootiga Kenya? Mase ka ogtahay  600,000 qaxooti Somalida ah.	2022-04-05T06:17:35.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@OneWadani What are you talking about right? Where are the ones who killed the nation, the artillery shells fired in Mogadishu, where are the university graduates on the battlefield. Where is the plunderer? Have you ever been to a Kenyan refugee camp? Do you know about 600,000 Somali refugees?	['Mogadishu']	['Banadir']	['Banadir']
"@SomaliPM Asc Wr Wb Axbaabi fillah 31sano ayaan xero qaxooti oogu jiraa Dan Shaqsiyadeed ee nootura Illaahayna kabaqa 
KULUKUM RAACII WA KULUKUM MAS'ULIN CAN RAACIYATIHI"	2022-04-05T02:07:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@SomaliPM Asc Wr Wb Friends I have been in a refugee camp for 31 years for personal gain and fear of God. EVERY DAY IS A DAY OF RESPONSIBILITY	[]	[]	[]
Barnaamij Gaar ah oo ku saabsan Xaaladda ay ku soomayaan Barakacayaasha ku nool Dhoobley https://t.co/nfhdHRsnLx via @Radio Sanguuni	2022-04-04T18:06:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	Special Program on the Situation of IDPs in Dhobley https://t.co/nfhdHRsnLx via @Radio Sanguni	['Dhobley', 'Sunguuni']	['Lower Juba']	['Afmadow', 'Jamaame']
Nin guri u iibiyay qoys qaxooti ah oo ka soo barakacay Ukraine. https://t.co/8i55nwtWLN https://t.co/62doD0ukaA	2022-04-03T14:25:54.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}	A man sells a house to a refugee family displaced from Ukraine. https://t.co/8i55nwtWLN https://t.co/62doD0ukaA	[]	[]	[]
Xafladda daahfurka mashruuca horumarinta nidaamyada ilaalinta caruurta barakacayaasha, waxaa qayb ka ah shaqaalaysiinta tiro ka mid ah ardaydii baranayey cilmiga adeegga bulshada ( Social Work) ee Jaamacada EAU. Shirkaan waxaa goobjoog ahaa G. Ku xigeenka @eaugrw Dr. @Bindiiriye1 https://t.co/G6AtcVD28H	2022-04-03T13:34:19.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	At the launch of the IDP child protection systems development project, a number of Social Work students are being recruited. at EAU University. The meeting was attended by G. Vice President @eaugrw Dr. @ Bindiiriye1 https://t.co/G6AtcVD28H	[]	[]	[]
Hooyo, Maryama Cusmaan, oo ka mid ah, barakacayaasha ku nool duleedka Muqdisho, waxay weeydiisaneysaa walaalaha Soomaaliyeed, inay ka caawiyaan Afurka, iyo jiifka oo ay dhulka seexato ayada iyo carruurteeda https://t.co/EW8w4hRgzB	2022-04-03T08:58:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	A mother, Maryam Osman, one of the IDPs living on the outskirts of Mogadishu, is asking her Somali brothers and sisters to help her in Africa, and to sleep on the floor with her children https://t.co/EW8w4hRgzB	['Mogadishu']	['Banadir']	['Banadir']
"Caawinta Barakacayaasha Soomaaliya iyo Afurintoonta.
#Safarkii_Samafalka #BaazimHassan https://t.co/0Fhx8AkkQ3"	2022-04-03T08:21:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	Helping IDPs in Somalia and Iftar .. #Safarki_Safalka #BaazimHassan https://t.co/0Fhx8AkkQ3	[]	[]	[]
Norway/ Tromsø: Nin lagu soo eedeeyey in gabar aan qaangaarin oo qaxooti Ukraine ah kufsi u geystay, sidoo kalena ka faaideystay baahideeda. https://t.co/SORfgvttkx	2022-04-02T19:58:56.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Norway / Tromsø: A man accused of raping a minor Ukrainian refugee and taking advantage of her needs. https://t.co/SORfgvttkx	[]	[]	[]
@Deeqa_lulu Deeqaland ma qaabila  qaxooti?	2022-04-02T18:21:44.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}	@Deeqa_lulu Does Deeqaland accept refugees?	[]	[]	[]
BAAHIDA DANDARADA BARAKACAYAASHA KGS  IYO RAMADAANKA - LAFTAGAREEN WAX M... https://t.co/Wl60uM7gb9 via @YouTube	2022-04-02T17:04:09.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	KGS AND RAMADAN DISPLACEMENT NEEDS	[]	[]	[]
"@M_Farmaajo kursi la isku dhejiyo dhibaatada ka dhalan karta waad og tahay, keli Taliye Afweyne ayey Somali xoog iskaga dul qaaday, isaga oo Nigeria Qaxooti ku ah ayuu sii lahaa ""Madaxweyne ayaan ahay"" adna 4 sano waa kuu dhamaatay 7dii Feb 2021-kii, waqtigaada waa dhamaaday https://t.co/vZGdD9ZqWy https://t.co/SE3Wp2puVw"	2022-04-02T12:20:32.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@M_Farmaajo a seat in a crisis you know the consequences, you know, only dictator Afweyne forcibly took over Somalia, as a refugee in Nigeria he kept saying &quot;I am president&quot; and 4 years are over for you 7 Feb 2021, Your time is up https://t.co/vZGdD9ZqWy https://t.co/SE3Wp2puVw	['Afweyne']	['Sool']	['Xudun']
Dowladda Poland oo xabsiga ka sii deysay boqollaal xaqooti Soomaali ah Qatar kamid ah qaxooti Soomaaliyeed oo muddo bilooyin ah ku xirnaa xabsiyo ku yaala Poland ayaa sheegay in hadda loo ogolaaday xero qaxooti oo muddo sadex bilood ah ay ku jiri doonaan. https://t.co/dmdA6rfV8l	2022-04-02T07:22:36.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	The Polish government has released hundreds of Somali refugees from Qatar. https://t.co/dmdA6rfV8l	[]	[]	[]
"@FahimaIsaq SomaliLand waxaan baa u danbeesay!!!

Waxay leedahay “Get Out of My Country”

Qaxooti nimo bey kusoo gashay hadana waxay sheeganayaan wadan aabaheeda iyo hooyadeeda ay u dhalan…

Naarta baykusocdaan Allah ha soo hanuuniyo!!!

Waan u ducayneynaa oo keliya… Waa reer SomaliLand…!"	2022-04-01T23:32:57.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@FahimaIsaq SomaliLand I am the last !!! . It says Get Out of My Country. . She came in as a refugee and now they are claiming a country where her father and mother were born…. . May Allah guide you to hell !!! . We are only praying for… They are SomaliLand…!	[]	[]	[]
@AbdiwahabSheik7 Africanka ayaga dhamaantood ineey qaxooti noqdaan miyeey rabaan.	2022-04-01T13:12:25.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@ AbdiwahabSheik7 Do all Africans want to be refugees?	[]	[]	[]
"@MohamedSelh Adeer rag baa qurxiyay magaalkii say waxay rabaa canshuur quruxdaas laga helay ineey been been ku cunaan ayagoo waligood qaxooti ahaa 
Cajaaib shiiwoow!
Walee xisaab ayaa bilaabantay!!"	2022-03-31T20:55:13.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@MohamedSelh Uncle men have beautified the city so they want a tax on that beauty found to lie falsely they have always been refugees. Amazing shiiwoow !. But math has started !!	[]	[]	[]
@HShPrez2Ware @TheVillaSomalia @MohamedHRoble 30 Sanaa soo marnay saan ka xun🇸🇴….Waligaa Xiro Qaxooti ma soo aragtay? @PresidentMadobe	2022-03-31T15:23:11.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	@ HShPrez2Ware @TheVillaSomalia @MohamedHRoble 30 years ago ka… Have you ever seen a refugee camp? @PresidentMadobe	[]	[]	[]
Qaar ka mid ah Barakacayaasha Magaalada Baydhabo Oo Codsaday in Gar-gaar lala soo gaaro https://t.co/F3GPwNbNZA via @Radio Arlaadi	2022-03-31T05:55:01.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Some IDPs in Baidoa call for help https://t.co/F3GPwNbNZA via @Radio Arlaadi	['Baidoa']	['Bay']	['Baydhaba']
@fadumaSuni Qaxooti bee u egtahay meesha😧….Allow Somali u hiili	2022-03-31T05:27:49.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}	@fadumaSuni A refugee bee looks like this 😧 A .Allow Somali u hiili	[]	[]	[]
"Has the show explained why this ""Somali genius"" couldn't make Somali great again and ended up becoming a refugee in a country full of ""narrow minded and complacent"" Swedes? https://t.co/rERT73CuwG"	2022-04-05T23:59:57.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@CNN now cover the lives of all the displaced Iraqi, Yemeni and Somali people	2022-04-05T19:18:37.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
Has anyone any resources for translating English to Somali? I’ve an Ethiopian refugee kid in my piano class and we’re communicating through music so far but he hasn’t a word of English and Google Translate doesn’t have Somali pronunciations so I’ve no idea how to pronounce it!	2022-04-05T18:09:53.000Z	{'retweet_count': 5, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}		[]	[]	[]
@AbdisalamAato @RAbdiAnalyst Somalis are used to hogwash commentary of dabadilifs. Believe you me no Somali will ever be a refugee again. Thanks to @TheVillaSomalia @HSNQ_NISA we can proudly protect our own including chief traitor @MohamedHRoble . Alhamdullah.@AbdiwahabSheik7 @SomPundit @kingofSomaliaa	2022-04-05T08:12:26.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
###save Somalia from @MohamedHRoble . Every peace loving Somali should spread this message!!!  Afew days ago Ukraine was  a full nation, prosperous and developed! Now its a refugee nation. Reality of war! Just one person's ego destroyed a whole nation.@kingofSomaliaa @SomPundit	2022-04-05T07:41:58.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
New Swedish TV show about ”Somali genius.” The “narrow minded and complacent” Swede almost deported this poor refugee before realizing that this “new Swede” from Somalia is a crime-solving genius. Better than anyone one else they know. https://t.co/RDhEzXXnvr	2022-04-05T04:34:05.000Z	{'retweet_count': 44, 'reply_count': 38, 'like_count': 255, 'quote_count': 13}		[]	[]	[]
@HakeemFarah5 @thebhlub @musebiihi Obviously, would SL just accept SSC to breakaway? Why do you expect Somalia to just roll over and listen to a minority? Also a Somali can’t be a refugee in their own land, it’s sound so silly, a lot of SL people live in the south in their country Somalia same goes up north	2022-04-04T20:32:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
I talk a lot of shit but I love Canada. The state invested millions into the somali refugee community and uplifted so many of us out of poverty.If it wasnt for universal healthcare, my siblings and I would have lost both parents before I was 9. And the schools we attended were A+	2022-04-04T20:07:38.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Students of Somali National University donated a packages of #Iftar  food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. #Ramadan https://t.co/nmubhvS7nC	2022-04-04T18:26:58.000Z	{'retweet_count': 16, 'reply_count': 4, 'like_count': 79, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
"Students of Somali National University (SNU) donated packages of #Iftar food to vulnerable families living the IDP camps in the Somali capital, Mogadishu. 

#Somalia https://t.co/jn0bBqfQZl"	2022-04-04T15:40:12.000Z	{'retweet_count': 5, 'reply_count': 0, 'like_count': 38, 'quote_count': 1}		['Mogadishu']	['Banadir']	['Banadir']
Students of Somali National University donated packages of #Iftar food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. #Ramadan https://t.co/sgiazkGW1L	2022-04-04T15:09:58.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Somali National University students have on Monday donated packages of #Iftar food to vulnerable families living in IDP camps in the capital #Mogadishu #Somalia. #Ramadan https://t.co/H4F5jO64YL	2022-04-04T15:04:45.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Students of Somali National University donated a packages of #Iftar  food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. #Ramadan https://t.co/l5fjvKJmOs	2022-04-04T13:40:24.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Students of Somali National University donated a packages of #Iftar food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. #Ramadan https://t.co/ZCTEzFYked	2022-04-04T13:39:25.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Somali National University's Students donated a packages of #Iftar food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. https://t.co/jowAfQpd0M	2022-04-04T13:39:09.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Students of Somali National University donated a packages of #Iftar food to vulnerable families living the  IDP camps in #Mogadishu #Somalia. #Ramadan https://t.co/bl4POPg7tB	2022-04-04T13:36:59.000Z	{'retweet_count': 15, 'reply_count': 3, 'like_count': 111, 'quote_count': 2}		['Mogadishu']	['Banadir']	['Banadir']
#RamadanMubarak to Muslim refugees around the world. (Somali refugee women &amp; kids enjoying #iftar in Amman, Jordan.) #GreaterAs1 #Refugees #Welcome https://t.co/tWB5RI2ARW	2022-04-04T11:45:53.000Z	{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
"ILO's Financial management training continues to make waves🌊in Ethiopia 

12 national trainers &amp; 130 host &amp; refugee #SME owners from Addis and Somali regions, now equipped with the knowledge to access, record &amp; manage their finances, hope to strengthen their businesses further https://t.co/lNSPH1t13t"	2022-04-04T07:25:55.000Z	{'retweet_count': 6, 'reply_count': 0, 'like_count': 20, 'quote_count': 0}		[]	[]	[]
"@lhammondsoas ^^^ The SNM began massacres 250 people refugees, later killed 20k innocent people in Refugee  camps, then Somali National Army responded. 

SNM were terrorist group based  in Northern Somalia, who ever supported them are another terrorist. https://t.co/O7R9edVPL4"	2022-04-04T01:39:08.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"“We are afraid that in #Ramadan we might have nothing to break our fast with...”

Habibah, Somali refugee mother living in Yemen.

This Ramadan, please remember the most vulnerable refugee and displaced families. #EveryGiftCounts. https://t.co/hkExNCLyL1 https://t.co/wrY39q4e6s"	2022-04-03T19:14:00.000Z	{'retweet_count': 37, 'reply_count': 6, 'like_count': 107, 'quote_count': 2}		[]	[]	[]
@ReaIDada - a Somali refugee	2022-04-03T18:49:30.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@Bole42914286 It's truly sad that you're not empathetic to this, when the conflict b/n Oromia and Somali region happened and over 1Mil Oromos were displaced, it was b/n regional forces. You know in the end this expansion,ethnic segregation will hurt everyone in the end, 3/	2022-04-03T17:01:05.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
@GualGidey @RAbdiAnalyst Out of all, a starving tigree refugee whose life was spared by Aby Ahmed &amp; owes all his/her being to Aby alone have the audacity to speak about affairs concerning Somali people.	2022-04-03T16:10:43.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
@dirt_iowa @stan_honeycutt Check out @ShuForCongress  she’s a Somali refugee and combat vet running against the brother lover	2022-04-03T13:46:09.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}		[]	[]	[]
"'We were in a trap’: refugee recalls horrific conditions in camp where she lost her baby

@sallyhayd, author of new book on the migrant crisis, tells the story of Hibaq, a Somali in Dublin, &amp;  mistreatment in Libya with collusion of European authorities
https://t.co/XED67dMbxC"	2022-04-03T12:54:52.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
@stan_honeycutt This was in 2020. She didn`t win. Now, there is a Republican Muslim woman running against her. She is an Army veteran. https://t.co/3afBBCQ0jV	2022-04-03T01:32:05.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@SomalianFacts @US2SOMALIA @TheVillaSomalia @M_Farmaajo Let’s talk about the destabilization of 🇸🇴 by US, UK, and EU. The interventional wars and political destabilization has caused the Somali people from developing their country, displaced over 3 million civilians from their regions. The people want peace in 🇸🇴. #BreakTheSilence https://t.co/VuaulPpOzb	2022-04-02T19:31:11.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}		[]	[]	[]
